Browse Link,Display ID,Ordering ID,Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150809_20200909_02_T1,LC08_L2SP_224078_20150809_20200909_02_T1,LC82240782015221LGN01,LC08_L2SP_224078_20150809_20200909_02_T1,LC08_L1TP_224078_20150809_20200909_02_T1,LC82240782015221LGN01,2015/08/09,T1,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-08-09 13:35:26.842138,2015-08-09 13:35:58.612134,LGN,DAY,0.0,0.0,598,5,4.926,3.217,3.73,LPGS_15.3.1c,37.6365764,40.58094443,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992910000000002,-54.92326,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150910_20200908_02_T1,LC08_L2SP_224078_20150910_20200908_02_T1,LC82240782015253LGN01,LC08_L2SP_224078_20150910_20200908_02_T1,LC08_L1TP_224078_20150910_20200908_02_T1,LC82240782015253LGN01,2015/09/10,T1,2,224,78,224,78,NADIR,0.0,2020/09/08,2020/09/08,2015-09-10 13:35:41.038217,2015-09-10 13:36:12.808214,LGN,DAY,66.13,66.13,161,5,6.916,4.5680000000000005,5.193,LPGS_15.3.1c,47.41846173,47.79685315,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992420000000003,-54.930209999999995,-24.94448,-56.1016,-24.91271,-53.794540000000005,-27.07074,-56.085280000000004,-27.035840000000004,-53.73639
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150403_20200909_02_T1,LC08_L2SP_224078_20150403_20200909_02_T1,LC82240782015093LGN01,LC08_L2SP_224078_20150403_20200909_02_T1,LC08_L1TP_224078_20150403_20200909_02_T1,LC82240782015093LGN01,2015/04/03,T1,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-04-03 13:35:10.000524,2015-04-03 13:35:41.77052,LGN,DAY,1.65,1.65,579,5,6.104,4.083,4.538,LPGS_15.3.1c,45.99837893,49.20499216,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992720000000002,-54.903009999999995,-24.94432,-56.07486,-24.912129999999998,-53.76784,-27.070559999999997,-56.05805,-27.03521,-53.709219999999995
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150419_20200909_02_T1,LC08_L2SP_224078_20150419_20200909_02_T1,LC82240782015109LGN01,LC08_L2SP_224078_20150419_20200909_02_T1,LC08_L1TP_224078_20150419_20200909_02_T1,LC82240782015109LGN01,2015/04/19,T1,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-04-19 13:35:10.001487,2015-04-19 13:35:41.771483,LGN,DAY,42.5,42.5,196,5,6.718999999999999,4.462,5.023,LPGS_15.3.1c,42.20425619,42.82551743,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99245,-54.94603000000001,-24.944570000000002,-56.11646,-24.91309,-53.81234,-27.070840000000004,-56.1004,-27.03626,-53.754509999999996
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20151012_20200908_02_T2,LC08_L2SP_224078_20151012_20200908_02_T2,LC82240782015285LGN01,LC08_L2SP_224078_20151012_20200908_02_T2,LC08_L1GT_224078_20151012_20200908_02_T2,LC82240782015285LGN01,2015/10/12,T2,2,224,78,224,78,NADIR,0.0,2020/09/08,2020/09/08,2015-10-12 13:35:48.204688,2015-10-12 13:36:19.974684,LGN,DAY,97.9,97.9,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,57.86819371,59.55181708,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99249,-54.922740000000005,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20151113_20200908_02_T1,LC08_L2SP_224078_20151113_20200908_02_T1,LC82240782015317LGN02,LC08_L2SP_224078_20151113_20200908_02_T1,LC08_L1TP_224078_20151113_20200908_02_T1,LC82240782015317LGN02,2015/11/13,T1,2,224,78,224,78,NADIR,0.0,2020/09/08,2020/09/08,2015-11-13 13:35:53.700684,2015-11-13 13:36:25.47068,LGN,DAY,70.67,70.67,285,5,7.252999999999999,4.538,5.6579999999999995,LPGS_15.3.1c,63.8133195,77.64364121,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99292,-54.9245,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20151215_20200908_02_T1,LC08_L2SP_224078_20151215_20200908_02_T1,LC82240782015349LGN01,LC08_L2SP_224078_20151215_20200908_02_T1,LC08_L1TP_224078_20151215_20200908_02_T1,LC82240782015349LGN01,2015/12/15,T1,2,224,78,224,78,NADIR,0.0,2020/09/08,2020/09/08,2015-12-15 13:35:55.484509,2015-12-15 13:36:27.254506,LGN,DAY,95.91,95.91,82,5,8.843,5.99,6.505,LPGS_15.3.1c,62.98162986,90.63278804,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992820000000002,-54.925869999999996,-24.94446,-56.09863000000001,-24.91264,-53.79156999999999,-27.07072,-56.08225,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150825_20200908_02_T1,LC08_L2SP_224078_20150825_20200908_02_T1,LC82240782015237LGN01,LC08_L2SP_224078_20150825_20200908_02_T1,LC08_L1TP_224078_20150825_20200908_02_T1,LC82240782015237LGN01,2015/08/25,T1,2,224,78,224,78,NADIR,0.0,2020/09/08,2020/09/08,2015-08-25 13:35:34.615079,2015-08-25 13:36:06.385075,LGN,DAY,68.56,68.56,52,5,9.306000000000001,6.164,6.972,LPGS_15.3.1c,42.16019555,43.8366514,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99244,-54.92775,-24.94448,-56.1016,-24.91264,-53.79156999999999,-27.07074,-56.085280000000004,-27.03577,-53.733369999999994
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20150129_20200909_02_T2,LC08_L2SP_224078_20150129_20200909_02_T2,LC82240782015029LGN01,LC08_L2SP_224078_20150129_20200909_02_T2,LC08_L1GT_224078_20150129_20200909_02_T2,LC82240782015029LGN01,2015/01/29,T2,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-01-29 13:35:44.87167,2015-01-29 13:36:16.641667,LGN,DAY,96.64,96.64,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,57.38511433,82.71074426,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992620000000002,-54.921119999999995,-24.94443,-56.092690000000005,-24.91251,-53.78564,-27.07068,-56.0762,-27.035629999999998,-53.72733
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20150926_20200908_02_T2,LC08_L2SP_224078_20150926_20200908_02_T2,LC82240782015269LGN01,LC08_L2SP_224078_20150926_20200908_02_T2,LC08_L1GT_224078_20150926_20200908_02_T2,LC82240782015269LGN01,2015/09/26,T2,2,224,78,224,78,NADIR,0.0,2020/09/08,2020/09/08,2015-09-26 13:35:47.674675,2015-09-26 13:36:19.444671,LGN,DAY,23.41,23.41,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,52.86914776,52.86372028,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992820000000002,-54.937459999999994,-24.94453,-56.110519999999994,-24.9129,-53.80344,-27.0708,-56.09435,-27.03605,-53.74545
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150113_20200910_02_T1,LC08_L2SP_224078_20150113_20200910_02_T1,LC82240782015013LGN01,LC08_L2SP_224078_20150113_20200910_02_T1,LC08_L1TP_224078_20150113_20200910_02_T1,LC82240782015013LGN01,2015/01/13,T1,2,224,78,224,78,NADIR,0.0,2020/09/10,2020/09/10,2015-01-13 13:35:49.919693,2015-01-13 13:36:21.68969,LGN,DAY,21.72,21.72,521,5,7.45,4.506,5.933,LPGS_15.3.1c,59.49251599,88.54463942,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99247,-54.92256,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20151028_20200908_02_T1,LC08_L2SP_224078_20151028_20200908_02_T1,LC82240782015301LGN01,LC08_L2SP_224078_20151028_20200908_02_T1,LC08_L1TP_224078_20151028_20200908_02_T1,LC82240782015301LGN01,2015/10/28,T1,2,224,78,224,78,NADIR,0.0,2020/09/08,2020/09/08,2015-10-28 13:35:53.684554,2015-10-28 13:36:25.45455,LGN,DAY,8.18,8.18,346,5,7.546,5.164,5.502000000000001,LPGS_15.3.1c,61.70702339,68.10304851,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992729999999998,-54.93309,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20151231_20200908_02_T1,LC08_L2SP_224078_20151231_20200908_02_T1,LC82240782015365LGN01,LC08_L2SP_224078_20151231_20200908_02_T1,LC08_L1TP_224078_20151231_20200908_02_T1,LC82240782015365LGN01,2015/12/31,T1,2,224,78,224,78,NADIR,0.0,2020/09/08,2020/09/08,2015-12-31 13:35:54.152398,2015-12-31 13:36:25.922394,LGN,DAY,71.4,71.4,54,5,7.212999999999999,5.22,4.977,LPGS_15.3.1c,61.17963843,91.0875219,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9928,-54.922990000000006,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150505_20200909_02_T1,LC08_L2SP_224078_20150505_20200909_02_T1,LC82240782015125LGN01,LC08_L2SP_224078_20150505_20200909_02_T1,LC08_L1TP_224078_20150505_20200909_02_T1,LC82240782015125LGN01,2015/05/05,T1,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-05-05 13:34:56.315556,2015-05-05 13:35:28.085552,LGN,DAY,0.0,0.0,630,5,5.053999999999999,3.512,3.634,LPGS_15.3.1c,38.47814812,38.23882567,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99245,-54.93518,-24.94452,-56.10755,-24.91283,-53.80047,-27.07078,-56.091330000000006,-27.03598,-53.742430000000006
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150521_20200909_02_T1,LC08_L2SP_224078_20150521_20200909_02_T1,LC82240782015141LGN01,LC08_L2SP_224078_20150521_20200909_02_T1,LC08_L1TP_224078_20150521_20200909_02_T1,LC82240782015141LGN01,2015/05/21,T1,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-05-21 13:34:50.671291,2015-05-21 13:35:22.441287,LGN,DAY,33.5,33.5,389,5,4.303999999999999,3.0780000000000003,3.008,LPGS_15.3.1c,35.24204612,35.45263182,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99277,-54.94483,-24.944570000000002,-56.11646,-24.91302,-53.809369999999994,-27.070840000000004,-56.1004,-27.03619,-53.751490000000004
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20150214_20200909_02_T2,LC08_L2SP_224078_20150214_20200909_02_T2,LC82240782015045LGN01,LC08_L2SP_224078_20150214_20200909_02_T2,LC08_L1GT_224078_20150214_20200909_02_T2,LC82240782015045LGN01,2015/02/14,T2,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-02-14 13:35:35.70825,2015-02-14 13:36:07.478246,LGN,DAY,73.53,73.53,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,55.14215685,74.81842837,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992829999999998,-54.90745,-24.94435,-56.08081,-24.91226,-53.77378,-27.0706,-56.0641,-27.03535,-53.71526
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20150724_20200909_02_T2,LC08_L2SP_224078_20150724_20200909_02_T2,LC82240782015205LGN01,LC08_L2SP_224078_20150724_20200909_02_T2,LC08_L1GT_224078_20150724_20200909_02_T2,LC82240782015205LGN01,2015/07/24,T2,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-07-24 13:35:23.46696,2015-07-24 13:35:55.236956,LGN,DAY,99.92,99.92,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,34.25949718,37.88098671,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99255,-54.9398,-24.94455,-56.113490000000006,-24.9129,-53.80344,-27.07082,-56.09738,-27.03605,-53.74545
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1GT_224078_20150708_20200909_02_T2,LC08_L2SP_224078_20150708_20200909_02_T2,LC82240782015189LGN01,LC08_L2SP_224078_20150708_20200909_02_T2,LC08_L1GT_224078_20150708_20200909_02_T2,LC82240782015189LGN01,2015/07/08,T2,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-07-08 13:35:16.799102,2015-07-08 13:35:48.569098,LGN,DAY,71.29,71.29,-1,5,0.0,0.0,0.0,LPGS_15.3.1c,32.30819484,35.76995778,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99287,-54.94546999999999,-24.944589999999998,-56.11943,-24.91302,-53.809369999999994,-27.070859999999996,-56.10343,-27.03619,-53.751490000000004
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20151129_20200908_02_T1,LC08_L2SP_224078_20151129_20200908_02_T1,LC82240782015333LGN01,LC08_L2SP_224078_20151129_20200908_02_T1,LC08_L1TP_224078_20151129_20200908_02_T1,LC82240782015333LGN01,2015/11/29,T1,2,224,78,224,78,NADIR,0.0,2020/09/08,2020/09/08,2015-11-29 13:35:56.691656,2015-11-29 13:36:28.461652,LGN,DAY,86.58,86.58,88,5,7.325,4.49,5.787000000000001,LPGS_15.3.1c,64.08611494,85.89723342,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99269,-54.93213000000001,-24.9445,-56.104580000000006,-24.912770000000002,-53.797509999999996,-27.070759999999996,-56.0883,-27.035909999999998,-53.73941
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150606_20200909_02_T1,LC08_L2SP_224078_20150606_20200909_02_T1,LC82240782015157LGN01,LC08_L2SP_224078_20150606_20200909_02_T1,LC08_L1TP_224078_20150606_20200909_02_T1,LC82240782015157LGN01,2015/06/06,T1,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-06-06 13:34:59.478474,2015-06-06 13:35:31.24847,LGN,DAY,0.0,0.0,693,5,2.782,1.768,2.147,LPGS_15.3.1c,32.94445861,34.25493015,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992620000000002,-54.94226999999999,-24.94455,-56.113490000000006,-24.91296,-53.8064,-27.07082,-56.09738,-27.03612,-53.74847
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150622_20200909_02_T1,LC08_L2SP_224078_20150622_20200909_02_T1,LC82240782015173LGN01,LC08_L2SP_224078_20150622_20200909_02_T1,LC08_L1TP_224078_20150622_20200909_02_T1,LC82240782015173LGN01,2015/06/22,T1,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-06-22 13:35:06.749693,2015-06-22 13:35:38.519689,LGN,DAY,30.82,30.82,581,5,5.15,3.449,3.824,LPGS_15.3.1c,31.88899667,34.46794517,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.9927,-54.93496999999999,-24.94452,-56.10755,-24.91283,-53.80047,-27.07078,-56.091330000000006,-27.03598,-53.742430000000006
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20150318_20200909_02_T1,LC08_L2SP_224078_20150318_20200909_02_T1,LC82240782015077LGN01,LC08_L2SP_224078_20150318_20200909_02_T1,LC08_L1TP_224078_20150318_20200909_02_T1,LC82240782015077LGN01,2015/03/18,T1,2,224,78,224,78,NADIR,0.0,2020/09/09,2020/09/09,2015-03-18 13:35:22.621267,2015-03-18 13:35:54.391263,LGN,DAY,0.31,0.31,552,5,6.9079999999999995,4.416,5.312,LPGS_15.3.1c,49.51862548,57.10481334,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99261,-54.91679,-24.94441,-56.08971999999999,-24.91245,-53.782669999999996,-27.070659999999997,-56.07317,-27.035559999999997,-53.72432
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20220305_20220314_02_T1,LC08_L2SP_224078_20220305_20220314_02_T1,LC82240782022064LGN00,LC08_L2SP_224078_20220305_20220314_02_T1,LC08_L1TP_224078_20220305_20220314_02_T1,LC82240782022064LGN00,2022/03/05,T1,2,224,78,224,78,NADIR,0.0,2022/03/14,2022/03/14,2022-03-05 13:35:47.870628,2022-03-05 13:36:19.640628,LGN,DAY,2.98,2.98,483,5,7.705,5.162000000000001,5.72,LPGS_15.6.0,52.03846553,64.012038,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992720000000002,-54.92419,-24.94444,-56.095659999999995,-24.91258,-53.78861,-27.0707,-56.07921999999999,-27.0357,-53.73035
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20220414_20220414_02_T1,LC09_L2SP_224078_20220414_20220419_02_T1,LC92240782022104LGN00,LC09_L2SP_224078_20220414_20220419_02_T1,LC09_L1TP_224078_20220414_20220414_02_T1,LC92240782022104LGN00,2022/04/14,T1,2,224,78,224,78,NADIR,0.0,2022/04/19,2022/04/14,2022-04-14 13:35:38.811194,2022-04-14 13:36:10.581161,LGN,DAY,12.55,12.55,278,5,7.143,4.809,5.281000000000001,LPGS_15.6.0,43.39771806,44.39922894,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.99243,-54.9382,-24.94453,-56.110519999999994,-24.9129,-53.80344,-27.06809,-56.09437,-27.03335,-53.74553
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1GT_224078_20220601_20220602_02_T2,LC09_L2SP_224078_20220601_20220603_02_T2,LC92240782022152LGN00,LC09_L2SP_224078_20220601_20220603_02_T2,LC09_L1GT_224078_20220601_20220602_02_T2,LC92240782022152LGN00,2022/06/01,T2,2,224,78,224,78,NADIR,0.0,2022/06/03,2022/06/02,2022-06-01 13:35:19.298724,2022-06-01 13:35:51.068691,LGN,DAY,22.97,22.97,-1,5,0.0,0.0,0.0,LPGS_15.6.0,33.53382105,34.38338686,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.992520000000003,-54.9611,-24.944670000000002,-56.13429,-24.913339999999998,-53.8242,-27.07095,-56.11855,-27.036540000000002,-53.76659
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20220217_20220301_02_T1,LC08_L2SP_224078_20220217_20220301_02_T1,LC82240782022048LGN00,LC08_L2SP_224078_20220217_20220301_02_T1,LC08_L1TP_224078_20220217_20220301_02_T1,LC82240782022048LGN00,2022/02/17,T1,2,224,78,224,78,NADIR,0.0,2022/03/01,2022/03/01,2022-02-17 13:35:50.782776,2022-02-17 13:36:22.552776,LGN,DAY,61.39,61.39,175,5,8.757,5.805,6.556,LPGS_15.6.0,54.70433468,72.98003266,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992810000000002,-54.91048000000001,-24.944370000000003,-56.083780000000004,-24.91232,-53.776740000000004,-27.07062,-56.067119999999996,-27.035420000000002,-53.71828000000001
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20220124_20220124_02_T1,LC09_L2SP_224078_20220124_20220126_02_T1,LC92240782022024LGN00,LC09_L2SP_224078_20220124_20220126_02_T1,LC09_L1TP_224078_20220124_20220124_02_T1,LC92240782022024LGN00,2022/01/24,T1,2,224,78,224,78,NADIR,0.0,2022/01/26,2022/01/24,2022-01-24 13:36:03.889928,2022-01-24 13:36:35.659896,LGN,DAY,18.91,18.91,360,5,8.446,5.621,6.303999999999999,LPGS_15.6.0,58.06878917,84.65632728,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.99248,-54.94059,-24.94455,-56.113490000000006,-24.91296,-53.8064,-27.07082,-56.09738,-27.03612,-53.74847
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20220116_20220123_02_T1,LC08_L2SP_224078_20220116_20220123_02_T1,LC82240782022016LGN00,LC08_L2SP_224078_20220116_20220123_02_T1,LC08_L1TP_224078_20220116_20220123_02_T1,LC82240782022016LGN00,2022/01/16,T1,2,224,78,224,78,NADIR,0.0,2022/01/23,2022/01/23,2022-01-16 13:36:00.523263,2022-01-16 13:36:32.293263,LGN,DAY,19.83,19.83,395,5,8.357000000000001,5.3629999999999995,6.409,LPGS_15.6.0,59.11879011,87.53549213,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99263,-54.91393000000001,-24.94439,-56.08675,-24.91239,-53.779709999999994,-27.07064,-56.07015,-27.035490000000003,-53.7213
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20220108_20220122_02_T1,LC09_L2SP_224078_20220108_20220122_02_T1,LC92240782022008LGN01,LC09_L2SP_224078_20220108_20220122_02_T1,LC09_L1TP_224078_20220108_20220122_02_T1,LC92240782022008LGN01,2022/01/08,T1,2,224,78,224,78,NADIR,0.0,2022/01/22,2022/01/22,2022-01-08 13:36:02.997466,2022-01-08 13:36:34.767433,LGN,DAY,15.36,15.36,282,5,8.139,5.109,6.336,LPGS_15.6.0,60.1380893,89.70420196,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.99271,-54.93104,-24.9445,-56.104580000000006,-24.91271,-53.794540000000005,-27.070759999999996,-56.0883,-27.035840000000004,-53.73639
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20220422_20220428_02_T1,LC08_L2SP_224078_20220422_20220428_02_T1,LC82240782022112LGN00,LC08_L2SP_224078_20220422_20220428_02_T1,LC08_L1TP_224078_20220422_20220428_02_T1,LC82240782022112LGN00,2022/04/22,T1,2,224,78,224,78,NADIR,0.0,2022/04/28,2022/04/28,2022-04-22 13:35:36.076489,2022-04-22 13:36:07.846489,LGN,DAY,69.48,69.48,93,5,8.16,5.909,5.627999999999999,LPGS_15.6.0,41.47241161,41.62623424,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.992829999999998,-54.96615,-24.944689999999998,-56.13726,-24.91347,-53.830130000000004,-27.070970000000003,-56.12158,-27.03668,-53.77263000000001
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC08_L1TP_224078_20220406_20220412_02_T1,LC08_L2SP_224078_20220406_20220412_02_T1,LC82240782022096LGN00,LC08_L2SP_224078_20220406_20220412_02_T1,LC08_L1TP_224078_20220406_20220412_02_T1,LC82240782022096LGN00,2022/04/06,T1,2,224,78,224,78,NADIR,0.0,2022/04/12,2022/04/12,2022-04-06 13:35:34.319211,2022-04-06 13:36:06.089211,LGN,DAY,49.31,49.31,103,5,7.765,5.809,5.153,LPGS_15.6.0,45.2767689,47.66943389,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21.0,WGS84,WGS84,-25.99285,-54.9357,-24.94452,-56.10755,-24.91283,-53.80047,-27.07078,-56.091330000000006,-27.03598,-53.742430000000006
https://landsatlook.usgs.gov/gen-browse?size=rrb&type=refl&product_id=LC09_L1TP_224078_20220329_20220329_02_T1,LC09_L2SP_224078_20220329_20220331_02_T1,LC92240782022088LGN00,LC09_L2SP_224078_20220329_20220331_02_T1,LC09_L1TP_224078_20220329_20220329_02_T1,LC92240782022088LGN00,2022/03/29,T1,2,224,78,224,78,NADIR,0.0,2022/03/31,2022/03/29,2022-03-29 13:35:44.274302,2022-03-29 13:36:16.044269,LGN,DAY,0.05,0.05,481,5,7.228,4.768,5.432,LPGS_15.6.0,47.14633505,51.27751937,NA,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,21.0,WGS84,WGS84,-25.99249,-54.92994,-24.94448,-56.1016,-24.91271,-53.794540000000005,-27.07074,-56.085280000000004,-27.035840000000004,-53.73639
